id_relatorio,setor,descricao_bruta,risco_declarado,temperatura_local
REL-1264,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 364),Alto,35.84240556458808
REL-1265,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 303),Alto,36.282907447494466
REL-1266,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 802),Médio,36.93841498635382
REL-1267,Civil,Tudo em conformidade com as normas de segurança. (Ref: 709),Baixo,28.53195003787052
REL-1268,Civil,Tudo em conformidade com as normas de segurança. (Ref: 531),Crítico,25.286561675693893
REL-1269,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 497),Baixo,27.5106992416168
REL-1270,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 726),Crítico,36.665123934975504
REL-1271,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 557),Médio,27.822170751024764
REL-1272,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 622),Médio,25.270445623733405
REL-1273,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 492),Crítico,35.324600024869206
REL-1274,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 570),Alto,29.65003524385589
REL-1275,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 758),Crítico,37.2915843034768
REL-1276,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 345),Baixo,29.26678225190232
REL-1277,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 365),Alto,28.632921909583406
REL-1278,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 691),Médio,33.67253417339802
REL-1279,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 291),Médio,26.62958031179841
REL-1280,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 721),Crítico,27.844103893976317
REL-1281,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 28),Alto,33.03943637852453
REL-1282,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 469),Baixo,26.014125308401425
REL-1283,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 922),Alto,37.133673243510906
REL-1284,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 2),Crítico,34.61888313373391
REL-1285,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 116),Baixo,35.74977510119806
REL-1286,Civil,Tudo em conformidade com as normas de segurança. (Ref: 659),Alto,28.464409835458007
REL-1287,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 467),Crítico,37.628052566455786
REL-1288,Civil,Tudo em conformidade com as normas de segurança. (Ref: 198),Crítico,34.368264730282334
REL-1289,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 279),Alto,39.35355493097932
REL-1290,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 996),Baixo,32.13253058244168
REL-1291,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 172),Baixo,28.110647557516195
REL-1292,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 46),Médio,30.158030203869558
REL-1293,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 861),Alto,32.28049941556579
REL-1294,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 371),Baixo,28.186476099608104
REL-1295,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 549),Crítico,28.96304146597339
REL-1296,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 605),Alto,29.55916929224391
REL-1297,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 895),Alto,34.513424478299996
REL-1298,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 611),Crítico,31.797474097631994
REL-1299,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 620),Alto,26.643976065769902
REL-1300,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 662),Médio,28.91607049791927
REL-1301,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 223),Baixo,39.28049598041626
REL-1302,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 906),Crítico,28.205563817371313
REL-1303,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 189),Médio,29.40491101585232
REL-1304,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 757),Baixo,27.125539592238802
REL-1305,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 90),Baixo,34.36312559953425
REL-1306,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 88),Alto,29.406095030942573
REL-1307,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 198),Médio,38.42003794732795
REL-1308,Civil,Tudo em conformidade com as normas de segurança. (Ref: 394),Alto,36.34062530761672
REL-1309,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 661),Médio,27.990912901955507
REL-1310,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 62),Médio,30.77437549607314
REL-1311,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 252),Médio,39.185863624692885
REL-1312,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 717),Alto,36.19748683854016
REL-1313,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 777),Crítico,29.268053826984683
REL-1314,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 649),Baixo,27.651512576338227
REL-1315,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 487),Alto,35.73058677321448
REL-1316,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 523),Alto,25.002840216874066
REL-1317,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 790),Crítico,32.477088034330436
REL-1318,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 905),Alto,34.84599503094303
REL-1319,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 350),Baixo,37.263179614236066
REL-1320,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 73),Crítico,26.87292125030925
REL-1321,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 334),Médio,25.87135235083652
REL-1322,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 797),Alto,30.156954429597313
REL-1323,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 511),Baixo,28.981324358039753
REL-1324,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 966),Crítico,39.49176144019079
REL-1325,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 946),Crítico,29.19203071898192
REL-1326,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 284),Alto,39.48606728547541
REL-1327,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 561),Baixo,30.64082562821565
REL-1328,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 264),Alto,28.021163447479417
REL-1329,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 534),Médio,35.601953291361944
REL-1330,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 662),Alto,27.554353572686626
REL-1331,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 102),Alto,34.4611354308585
REL-1332,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 588),Alto,37.75254763195951
REL-1333,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 812),Médio,39.75776559556115
REL-1334,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 506),Crítico,32.608473360330535
REL-1335,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 776),Baixo,31.114941775301467
REL-1336,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 428),Crítico,34.89702568490267
REL-1337,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 55),Baixo,31.114356017222907
REL-1338,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 636),Baixo,29.70531945840369
REL-1339,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 692),Médio,25.258273177178427
REL-1340,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 659),Baixo,33.8333914691751
REL-1341,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 674),Crítico,33.973919351772686
REL-1342,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 499),Alto,28.903455616561924
REL-1343,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 287),Crítico,35.18081366246301
REL-1344,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 247),Baixo,29.05319757257292
REL-1345,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 398),Baixo,34.735962857368484
REL-1346,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 362),Médio,34.09851059860198
REL-1347,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 3),Médio,38.463696184829715
REL-1348,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 750),Baixo,39.98524126656683
REL-1349,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 187),Alto,35.14935610536476
REL-1350,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 978),Médio,25.28142726963048
REL-1351,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 249),Médio,32.761370626058884
REL-1352,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 499),Crítico,39.781869314498394
REL-1353,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 697),Baixo,38.389418479326984
REL-1354,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 58),Médio,31.636130499998153
REL-1355,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 524),Baixo,32.64768114630012
REL-1356,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 487),Alto,39.12233336186155
REL-1357,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 307),Crítico,26.86416804124637
REL-1358,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 457),Baixo,34.568772540998424
REL-1359,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 227),Médio,25.11250396973456
REL-1360,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 459),Crítico,30.481320486102884
REL-1361,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 418),Médio,31.989175543622686
REL-1362,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 786),Crítico,35.85965290371833
REL-1363,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 264),Médio,27.181047375454945
REL-1364,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 352),Médio,35.15959251199602
REL-1365,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 251),Médio,30.174649892220835
REL-1366,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 928),Crítico,31.852904844403604
REL-1367,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 335),Crítico,25.752349274348692
REL-1368,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 161),Crítico,25.665100024732716
REL-1369,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 37),Crítico,34.30286054767683
REL-1370,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 964),Crítico,25.495188720829837
REL-1371,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 252),Baixo,34.332185330928574
REL-1372,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 772),Médio,32.100739474112
REL-1373,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 339),Médio,25.808055249419677
REL-1374,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 364),Alto,26.715845266382
REL-1375,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 436),Alto,28.56250532410923
REL-1376,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 116),Médio,25.5282427356021
REL-1377,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 271),Médio,39.38524420034936
REL-1378,Civil,Tudo em conformidade com as normas de segurança. (Ref: 59),Médio,30.557798546930528
REL-1379,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 832),Alto,33.08831596592282
REL-1380,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 455),Médio,27.90382196429418
REL-1381,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 298),Médio,27.702575683198596
REL-1382,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 336),Crítico,31.27376939769117
REL-1383,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 452),Médio,34.55594272241971
REL-1384,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 914),Baixo,32.56719627856856
REL-1385,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 186),Baixo,26.659524875097084
REL-1386,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 129),Crítico,36.978228625975675
REL-1387,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 98),Alto,30.434565905208267
REL-1388,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 671),Crítico,31.466932475697348
REL-1389,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 330),Baixo,30.454857308499733
REL-1390,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 929),Alto,33.96927129394563
REL-1391,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 240),Crítico,33.23238831276795
REL-1392,Civil,Tudo em conformidade com as normas de segurança. (Ref: 372),Baixo,30.96395304726874
REL-1393,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 866),Médio,38.15002251774874
REL-1394,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 590),Baixo,27.411811042043244
REL-1395,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 41),Crítico,28.990694258974678
REL-1396,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 805),Alto,32.18363702082342
REL-1397,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 231),Alto,28.66776373982532
REL-1398,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 72),Crítico,26.408707544457336
REL-1399,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 838),Crítico,29.991973095035025
REL-1400,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 769),Alto,28.487482364784213
REL-1401,Civil,Tudo em conformidade com as normas de segurança. (Ref: 146),Alto,29.73045047759659
REL-1402,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 44),Médio,30.896852829216616
REL-1403,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 766),Médio,32.14914441443047
REL-1404,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 949),Baixo,29.05986593417046
REL-1405,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 560),Baixo,39.24985716569714
REL-1406,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 794),Crítico,26.95864647180394
REL-1407,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 714),Médio,28.307476887571745
REL-1408,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 340),Médio,35.97194810440937
REL-1409,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 555),Baixo,26.947977895005266
REL-1410,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 692),Crítico,38.6906021227466
REL-1411,Civil,Tudo em conformidade com as normas de segurança. (Ref: 651),Alto,34.002869410044994
REL-1412,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 905),Baixo,26.133732939019115
REL-1413,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 206),Baixo,39.54333143271533
REL-1414,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 17),Crítico,32.21123386254988
REL-1415,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 924),Baixo,28.50403850931975
REL-1416,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 823),Alto,37.655859039978644
REL-1417,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 785),Médio,31.91310631861682
REL-1418,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 887),Baixo,29.80660564002757
REL-1419,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 773),Baixo,29.089274168197374
REL-1420,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 995),Crítico,28.576010399675123
REL-1421,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 858),Médio,34.22664767378186
REL-1422,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 675),Baixo,32.577892021753264
REL-1423,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 972),Crítico,38.60741878534584
REL-1424,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 419),Baixo,34.57807856565078
REL-1425,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 214),Alto,33.77733613137201
REL-1426,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 891),Alto,38.89733881385026
REL-1427,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 522),Médio,33.404150623646395
REL-1428,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 94),Crítico,30.15283771071683
REL-1429,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 98),Baixo,28.772020536458726
REL-1430,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 414),Baixo,37.838434199663304
REL-1431,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 929),Alto,33.5218210076411
REL-1432,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 672),Baixo,29.17068818309466
REL-1433,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 676),Médio,36.09084613797893
REL-1434,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 352),Médio,31.561689265609726
REL-1435,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 526),Alto,37.60292073442685
REL-1436,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 821),Crítico,36.95596101126848
REL-1437,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 399),Alto,32.87448469981642
REL-1438,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 123),Médio,26.055087833599725
REL-1439,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 558),Baixo,28.37217864226325
REL-1440,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 496),Crítico,25.66274041212777
REL-1441,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 530),Crítico,26.599880267902126
REL-1442,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 268),Baixo,39.57543002186783
REL-1443,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 584),Crítico,25.732280526898112
REL-1444,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 707),Médio,37.13910726390048
REL-1445,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 901),Alto,27.24752573504353
REL-1446,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 96),Crítico,31.586464116002304
REL-1447,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 5),Médio,38.90506394558871
REL-1448,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 34),Baixo,30.924304892650408
REL-1449,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 974),Alto,28.315998581423695
REL-1450,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 543),Médio,37.007344075359484
REL-1451,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 57),Baixo,26.798657727614714
REL-1452,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 512),Alto,31.78642127999509
REL-1453,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 245),Alto,38.759300869137064
REL-1454,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 858),Crítico,27.255211743403542
REL-1455,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 719),Médio,29.10783479312893
REL-1456,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 557),Crítico,33.37026924791777
REL-1457,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 419),Alto,31.255497704414843
REL-1458,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 126),Crítico,38.17735406059799
REL-1459,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 403),Médio,27.097421914263613
REL-1460,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 426),Médio,31.55580722063689
REL-1461,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 596),Crítico,36.334414269213724
REL-1462,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 181),Crítico,38.526479621787395
REL-1463,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 602),Baixo,33.38355751860723
REL-1464,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 950),Baixo,30.915794321402537
REL-1465,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 594),Crítico,31.343520788605396
REL-1466,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 797),Crítico,39.09161712262538
REL-1467,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 340),Alto,29.0927991461625
REL-1468,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 293),Alto,33.28507654026531
REL-1469,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 7),Alto,39.94085028999288
REL-1470,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 426),Baixo,29.166439529720424
REL-1471,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 934),Alto,34.362173997087375
REL-1472,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 94),Baixo,31.341122074782803
REL-1473,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 159),Médio,26.740214200771792
REL-1474,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 279),Alto,30.400689787298
REL-1475,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 213),Baixo,33.04093456385537
REL-1476,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 393),Baixo,34.095543323304405
REL-1477,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 774),Baixo,34.650434389806136
REL-1478,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 23),Médio,30.728238704182072
REL-1479,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 932),Médio,28.701554797068244
REL-1480,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 215),Baixo,36.80156461850602
REL-1481,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 616),Alto,37.01496871066678
REL-1482,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 313),Médio,35.86820695922284
REL-1483,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 634),Crítico,34.23819620740315
REL-1484,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 286),Médio,35.47335959164647
REL-1485,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 411),Alto,36.50156274336452
REL-1486,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 383),Alto,39.88735206312749
REL-1487,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 89),Baixo,37.26137482702548
REL-1488,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 353),Crítico,25.556369121990844
REL-1489,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 221),Médio,28.57105645956544
REL-1490,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 235),Crítico,37.993227626368395
REL-1491,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 60),Médio,28.45070108027337
REL-1492,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 55),Baixo,35.50483247719617
REL-1493,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 257),Alto,33.16438693312962
REL-1494,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 517),Baixo,32.92070731564727
REL-1495,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 594),Baixo,35.05899741908286
REL-1496,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 568),Alto,32.012201461098556
REL-1497,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 494),Crítico,35.49267432158359
REL-1498,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 830),Médio,25.2184722280972
REL-1499,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 981),Alto,25.088602439731957
REL-1500,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 209),Crítico,32.00453993862242
REL-1501,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 68),Médio,37.72454576809041
REL-1502,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 28),Baixo,25.228352946273507
REL-1503,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 701),Médio,37.21236352754333
REL-1504,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 9),Alto,31.64760544395521
REL-1505,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 535),Baixo,28.445394538051453
REL-1506,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 217),Médio,31.514248448390163
REL-1507,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 813),Baixo,31.22635814419812
REL-1508,Civil,Tudo em conformidade com as normas de segurança. (Ref: 326),Médio,31.130328369970677
REL-1509,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 881),Baixo,39.72762810391707
REL-1510,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 545),Crítico,35.84548456420168
REL-1511,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 751),Baixo,36.83840395286002
REL-1512,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 127),Crítico,34.24681743385806
REL-1513,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 761),Alto,34.844242323906
REL-1514,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 943),Alto,31.43684969788086
REL-1515,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 495),Alto,32.11133990007186
REL-1516,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 88),Crítico,33.8707809307512
REL-1517,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 895),Crítico,26.78595435545986
REL-1518,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 777),Baixo,26.504183564100643
REL-1519,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 725),Crítico,31.168979125381718
REL-1520,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 727),Crítico,34.219256096713195
REL-1521,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 327),Baixo,39.8258744434906
REL-1522,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 144),Médio,29.449464845577786
REL-1523,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 54),Crítico,35.47847756673812
REL-1524,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 917),Alto,26.957916162131216
REL-1525,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 707),Médio,34.19749987891784
REL-1526,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 564),Baixo,36.46435299067164
REL-1527,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 292),Baixo,28.47802768766747
